state,resource,row_category,historical_label,counterfactual_label,driving_basis,current_value,proposed_value,decision,issue_type,chronology_note,regional_claim_note,full_state_footprint,primary_district_or_belt,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,state_pass_index,family_rewrite_triggered,notes
Zululand,Opium,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"KwaZulu-Natal row: sugar, maize, livestock, bananas, and fishing are strongest; tea and tobacco are weaker but real.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Northern Natal and the KwaZulu-Natal littoral combine sugar, maize, livestock, bananas, cotton, and tea-tobacco pockets across a humid coastal-to-coalfield gradient.",0,no,Opium is outside the reviewed Zululand basket: The reviewed Zululand basket is not the Lesotho highlands and does not inherit the Drakensberg mountain-grain profile.
Zululand,Silk Plantation,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"KwaZulu-Natal row: sugar, maize, livestock, bananas, and fishing are strongest; tea and tobacco are weaker but real.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Northern Natal and the KwaZulu-Natal littoral combine sugar, maize, livestock, bananas, cotton, and tea-tobacco pockets across a humid coastal-to-coalfield gradient.",0,no,Silk Plantation is outside the reviewed Zululand basket: The reviewed Zululand basket is not the Lesotho highlands and does not inherit the Drakensberg mountain-grain profile.
Zululand,Coal Mine,Capped Resource,direct_historical_support,not_needed,historical,48,1,lower,formula-driven,"The direct coal evidence chain now includes 1903 and 1923 northern Natal anchors; the frozen GDP selector still chooses 1903 as the representative direct X, while 1923 is retained here as the audited peak benchmark.","Dundee, Newcastle, Utrecht, and Vryheid are treated as in-footprint KwaZulu-Natal coal districts for restored Zululand rather than as Drakensberg counterevidence.",Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",South Africa's coalfields – a 2014 perspective,https://repository.up.ac.za/server/api/core/bitstreams/dd3d0803-0670-487c-ad9f-71cca1963352/content,Klip River Coalfield section: by 1903 the coalfield was producing over 500 000 tons per annum; Vryheid Coalfield section: by 1923 the coalfield was producing about 2 million tons per annum.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,KwaZulu-Natal is the middle-weight coal state: Dundee/Newcastle/Vryheid coal belt.,0,no,"Kept a real but small coal row because Dundee, Newcastle, Utrecht, and Vryheid form a real KwaZulu-Natal coal belt inside restored Zululand, even though the GDP-selected direct X still rounds to one cap rather than an Eastern Transvaal-scale basin. | No Y uplift or Z haircut is applied; the shared 1940-equivalent Coal Mine frame still resolves to a one-cap public row because the frozen GDP selector holds 1903 as direct X while 1923 remains the audited peak benchmark. | Dundee, Newcastle, Utrecht, and Vryheid are treated as in-footprint KwaZulu-Natal coal districts for restored Zululand rather than as Drakensberg counterevidence."
Zululand,Fishing,Capped Resource,direct_historical_support,not_needed,historical,6,1,lower,rounding floor,"No clean Zululand-only landed-catch series survives as a frozen 1940-equivalent X, so the row is held at the documented-working floor; the recent KZN commercial linefish catch of about 400 mt is recorded only as audit context.","The restored Zululand coast keeps its own fishing lane: commercial linefishing, beach-seining, and crustacean trawling remain KwaZulu-Natal-side evidence rather than Drakensberg spillover.",Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",Commercial Fishing. in: State of the Coast: KwaZulu-Natal - A review of the state of KwaZulu-Natal's coastal zone,https://www.coastkzn.co.za/wp-content/uploads/2024/12/KZNSOCR_Section_8.6_1.pdf,pp. 170-173: industrial crustacean trawling off KZN continues at a low level; commercial hook-and-line fishing began in the early 1900s; by 2006 KZN retained up to 52 commercial permits and annual catch had fallen to about 400 mt.,"General Notice, Notice 400 of 2005",https://www.gov.za/sites/default/files/gcis_document/201409/273580.pdf,"pp. 54-55: the KZN prawn-trawl fishery had eight permits, was suitable for commercial fishing only, and had landed catch worth about R21 million per annum.",0,no,"Applied a one-wharf floor because the KwaZulu-Natal coast carries a real commercial linefish and trawl lane even though the current package still lacks a clean localized landed-catch series large enough to round above zero. | The documented-working floor keeps the fishing row at 1 after the formula resolves to zero; the official KZN commercial-fishing record still shows active commercial linefish and trawl operations. | The restored Zululand coast keeps its own fishing lane: commercial linefishing, beach-seining, and crustacean trawling remain KwaZulu-Natal-side evidence rather than Drakensberg spillover."
Zululand,Gold Mine,Capped Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,explicit exception,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",,,,,,,0,no,explicit exception
Zululand,Iron Mine,Capped Resource,indirect_historical_support,bounded_counterfactual,counterfactual,0,1,raise,documented working floor,"No localized Newcastle/Dundee tonnage series strong enough to become a frozen direct X survives the pass, so the row is held at the documented-working floor; 1926 is kept as audit chronology because commercial pig-iron production began at Newcastle that year.","Sweetwaters and Alverstone remain off-footprint Drakensberg evidence, but the Newcastle/Prestwick chain sits on the Zululand side and supports a small bounded row rather than a hard zero.",Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",South African iron and steel industrial evolution: An industrial engineering perspective,https://www.scielo.org.za/scielo.php?pid=S2224-78902017000400002&script=sci_arttext,Historical evolution section: Newcastle Iron and Steel Works formed in 1920; commercial production of pig iron began at Newcastle and Klip River in 1926.,South African ferrous minerals production trends 1994-2003,https://www.dmre.gov.za/LinkClick.aspx?fileticket=FRPBgyznbio%3D&portalid=0,Iron Ore introduction: another plant was erected at Newcastle in 1926 and ore was supplied from the Prestwick Mine in the Dundee-Utrecht area of KwaZulu-Natal.,0,no,"Retained a one-cap bounded iron row because the Newcastle Works / Prestwick Mine chain proves real KwaZulu-Natal commercial ironworking by 1926 but the package still lacks a localized mine-output series strong enough for a larger direct row. | The documented-working floor keeps the row at 1 inside the shared 1940-equivalent Iron Mine framework; direct commercial operation exists by 1926, but no localized tonnage series strong enough for a larger cap was frozen. | Sweetwaters and Alverstone remain off-footprint Drakensberg evidence, but the Newcastle/Prestwick chain sits on the Zululand side and supports a small bounded row rather than a hard zero."
Zululand,Lead Mine,Capped Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,explicit exception,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",,,,,,,0,no,explicit exception
Zululand,Sulfur Mine,Capped Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,explicit exception,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",,,,,,,0,no,explicit exception
Zululand,Whaling,Capped Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,denominator unavailable,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",,,,,,,0,no,denominator unavailable
Zululand,Wood,Capped Resource,indirect_historical_support,bounded_counterfactual,counterfactual,9,3,lower,formula-driven,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,Zululand wood capacity is bounded to the KwaZulu-Natal coastal-and-midtier plantation belt rather than treated as a whole-province forest claim.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,KwaZulu-Natal remains a plantation and forestry province in the humid east and coastal belt; used here as the Zululand-side forestry floor.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"KwaZulu-Natal analogues are humid coastal-and-escarpment mixed systems with a real forestry belt, unlike Lesotho's mountain-pastoral profile.",0,no,formula-driven
Zululand,Gold Fields (discovered),Special Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,explicit exception,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",,,,,,,0,no,explicit exception
Zululand,Gold Fields (undiscovered),Special Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,explicit exception,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",,,,,,,0,no,explicit exception
Zululand,Oil (discovered),Special Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,denominator unavailable,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",,,,,,,0,no,denominator unavailable
Zululand,Oil (undiscovered),Special Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,denominator unavailable,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",,,,,,,0,no,denominator unavailable
Zululand,Rubber (discovered),Special Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,explicit exception,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",,,,,,,0,no,explicit exception
Zululand,Rubber (undiscovered),Special Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,explicit exception,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,"Zululand is humid and plantation-oriented, but the restored split state still does not freeze a localized latent-rubber slot in v3.",Full modern KwaZulu-Natal / STATE_ZULULAND split-state footprint,"KwaZulu-Natal littoral, northern Natal coal-sugar belt, and interior KZN mixed-farming country",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"KwaZulu-Natal row: sugar, maize, livestock, bananas, and fishing are strongest; no localized rubber chain is frozen at reset time.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"The restored Zululand split carries humid littoral plantation logic, but v3 does not freeze a rubber slot there before the dedicated state pass.",0,no,explicit exception
Drakensberg,Arable Land,Arable,direct_historical_support,not_needed,historical,40,10,lower,formula-driven,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,Drakensberg arable capacity rows are treated as state-localized effective commercial land.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Drakensberg section; mountain farming with wheat and stock but strong terrain limits.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Drakensberg comparator basket and weighted agricultural matches.,0,no,Land-capacity model uses direct effective commercial hectares; legacy output-gap uplift is retired. | Arable now uses direct land-capacity x with no legacy output-gap Y or GDP/output smoothing. | Land-capacity model replaces the old output-gap reconstruction for arable rows.
Drakensberg,Wheat Farm,Arable Resource,direct_historical_support,not_needed,historical,no,yes,flip_yes_no,researched_and_live,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,No broader regional claim is driving the row; the reviewed crop basket is state-specific.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,"Wheat Farm is inside the reviewed Drakensberg basket: Lesotho is a grain-and-livestock highland where maize, sorghum, wheat, and stock are all plausible inside a mountain-constrained basket."
Drakensberg,Livestock Ranch,Arable Resource,direct_historical_support,not_needed,unchanged_baseline,yes,yes,keep,researched_and_live,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,No broader regional claim is driving the row; the reviewed crop basket is state-specific.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,"Livestock Ranch is inside the reviewed Drakensberg basket: Lesotho is a grain-and-livestock highland where maize, sorghum, wheat, and stock are all plausible inside a mountain-constrained basket."
Drakensberg,Vineyard,Arable Resource,no_material_historical_support,rejected_counterfactual,historical,yes,no,flip_yes_no,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Vineyard is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
Drakensberg,Tea Plantation,Arable Resource,no_material_historical_support,rejected_counterfactual,historical,yes,no,flip_yes_no,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Tea Plantation is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
Drakensberg,Maize Farm,Arable Resource,direct_historical_support,not_needed,historical,no,yes,flip_yes_no,researched_and_live,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,No broader regional claim is driving the row; the reviewed crop basket is state-specific.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,"Maize Farm is inside the reviewed Drakensberg basket: Lesotho is a grain-and-livestock highland where maize, sorghum, wheat, and stock are all plausible inside a mountain-constrained basket."
Drakensberg,Millet Farm,Arable Resource,direct_historical_support,not_needed,unchanged_baseline,yes,yes,keep,researched_and_live,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,No broader regional claim is driving the row; the reviewed crop basket is state-specific.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,"Millet Farm is inside the reviewed Drakensberg basket: Lesotho is a grain-and-livestock highland where maize, sorghum, wheat, and stock are all plausible inside a mountain-constrained basket."
Drakensberg,Sugar Plantation,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Sugar Plantation is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
Drakensberg,Tobacco Plantation,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Tobacco Plantation is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
Drakensberg,Banana Plantation,Arable Resource,no_material_historical_support,rejected_counterfactual,historical,yes,no,flip_yes_no,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Banana Plantation is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
Drakensberg,Coffee Plantation,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Coffee Plantation is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
Drakensberg,Cotton Plantation,Arable Resource,no_material_historical_support,rejected_counterfactual,historical,yes,no,flip_yes_no,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Cotton Plantation is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
Drakensberg,Rice Farm,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Rice Farm is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
Drakensberg,Dye Plantation,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Dye Plantation is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
Drakensberg,Opium,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Full Lesotho / STATE_DRAKENSBERG split-state footprint,Lesotho highlands and foothill grain belt,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Lesotho section: maize, sorghum, wheat, and livestock define the state; mountains are far better as grazing land than plantation land.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^les]: Lesotho has maize/wheat/sorghum and pastoral sheep/cattle/goats, especially wool and mohair.",0,no,Opium is outside the reviewed Drakensberg basket: The reviewed Drakensberg basket excludes plantation crops with no serious 1836-1936 tradition in Lesotho.
