state,resource,problem_type,output_addition_y,plausibility_haircut_z,minimum_operating_floor_cap,documented_working_floor_eligible,exception_status,exception_final_cap,earliest_commercial_activity_year,flagship_scale_year,representative_max_year,representative_max_output,year_selection_reason,counterevidence_status,counterevidence_note,plausibility_1936_status,observed_output_x_reason,y_basis,y_reason,y_counterevidence_trigger,y_quantification_method,z_reason,audit_class,adjustment_reason,proxy_kind,proxy_native_unit,proxy_to_slot_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,calculation_note,row_id,row_status,supersedes_row_id,state_pass_index,changed_on,change_reason
Botswana,Gold Mine,chronology,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; the local gold story is treated as a late precious-field chronology question rather than a start-date commercial gold-mine row.,supports,"Francistown/Tati gold is real, but the gold rush begins after 1869 and belongs in the latent Gold Fields row instead of a start-date mine cap.",pass,No direct start-date gold-mine target observation is frozen for this row; the relevant evidence is discovery chronology and localized later mining around Tati.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept the Botswana gold-mine row at zero because the local gold story is a late Francistown/Tati rush rather than a broad 1836 start-date commercial mine row.,,,,About Us - C0FC,https://www.cofc.gov.bw/about-us/,Daniel Francis acquired prospecting licenses in 1869; the town began as a gold-mining center during the region's first gold rush.,"Index of the Physical Volume of Mining Production, Third Quarter 2024",https://www.statsbots.org.bw/sites/default/files/Index%20of%20the%20Physical%20Volume%20of%20Mining%20Production%2CThird%20Quarter%202024.pdf,Technical Notes / Background: mining activity in Botswana started in the 19th century with gold from the Tati Reefs in the modern Francistown area.,"Explicit zero retained for Gold Mine because the Botswana gold narrative is represented, if at all, as a later precious-field discovery rather than a shipped start-date mine row.",adjustment-input-0189,active,adjustment-input-0113,9,2026-04-22,Botswana state pass: separated the Francistown/Tati gold chronology from the shipped Gold Mine row.
Botswana,Iron Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,"No GDP-selected target row is used here; Botswana iron is audited as a localized preindustrial or prospecting story, not a commercial nineteenth-century mine cap.",supports,"Eastern Botswana has archaeological iron working and the Tati Schist belt has mineral potential, but the state package still lacks evidence for a meaningful 1836-1936 commercial iron mine within the Botswana footprint.",pass,"No commercial iron-output target observation is frozen for this row; the evidence base is historical working and prospecting, not a reproducible mine series.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,"Kept iron disabled because the reviewed Botswana evidence supports preindustrial ironworking and prospectivity, not a large commercial iron-mine row.",,,,Botswana Mineral Projects and Prospects 2020,https://www.bgi.org.bw/sites/default/files/Brochure%20on%20Botswana%20Mineral%20Projects%20and%20Prospects%202020%20Version.pdf,"Tati Schist Belt project summary: the belt is mineralized and includes historic workings, but the brochure is a prospects inventory rather than a pre-1936 production record.",mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,"Eastern Botswana has iron and copper working from about AD 800, which supports flavor but not a large nineteenth-century export mine.","Explicit zero retained because the audited support is preindustrial and localized, not a commercial statewide iron cap.",adjustment-input-0190,active,adjustment-input-0114,9,2026-04-22,Botswana state pass: rechecked eastern Botswana iron support and kept the public iron row at zero.
Botswana,Lead Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; Botswana lead is audited as late prospectivity rather than a shipped pre-1936 producer.,supports,"Northwestern and southeastern lead-zinc potential is real, but the evidence remains prospect-stage and late relative to the 1836-1936 public row.",pass,No direct lead-output target observation is frozen for this row; the evidence base is geological potential rather than a commercial mine series.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,"Kept lead disabled because Botswana's cited lead-zinc story is a late discoverable prospect, not a defended 1836-1936 producer in the shipped state row.",,,,Kihabe project overview,https://mountburgess.com/kihabe-project/,"Kihabe/Nxuu is presented as a zinc-lead-silver project in northwestern Botswana, i.e. prospect-stage evidence rather than an established nineteenth-century producer.",mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,"Botswana has lead-zinc potential, but not an active 1836-1936 producer; it fits a discoverable prospect better than a shipped mine row.",Explicit zero retained because the lead-zinc evidence is prospect-stage and geographically narrow.,adjustment-input-0191,active,adjustment-input-0115,9,2026-04-22,Botswana state pass: documented cited lead-zinc prospectivity and kept the public lead row at zero.
Botswana,Gold Fields (discovered),chronology,0.0,0.0,,,manual_zero_exception,0,,,1936,,"This public row is a chronology gate: Botswana's goldfield was discovered after the 1836 start date, so the discovered slot remains disabled.",supports,"Francistown/Tati gold is real but enters the record through the 1869 rush, so it belongs in the latent slot rather than as an already-discovered start-date field.",pass,No start-date special-field observation is frozen for this row because the relevant gold discoveries postdate game start.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,"Kept the discovered gold-fields row at zero because Botswana's Tati/Francistown gold rush begins after 1869, not in the 1836 start-date configuration.",,,,About Us - C0FC,https://www.cofc.gov.bw/about-us/,The development of Francistown was prompted by a 19th-century gold rush after prospecting licenses were acquired in 1869.,THE CITY OF ALL THINGS PRECIOUS,https://www.cofc.gov.bw/wp-content/uploads/2025/09/THE-CITY-OF-ALL-THINGS-PRECIOUS.pdf,"Gold was discovered nearby in 1869, sparking the first gold rush in Africa and sustaining the area's economy from the late 1800s until the 1930s.",Explicit zero retained for the discovered slot because Botswana's goldfield is late-discovery rather than start-date.,adjustment-input-0192,active,adjustment-input-0119,9,2026-04-22,Botswana state pass: kept the discovered gold-field slot at zero on chronology grounds.
Botswana,Gold Fields (undiscovered),chronology,0.0,0.0,,,manual_special_field_exception,1,,,1930,,Representative year is metadata only for this row; the Francistown/Tati field is a late-discovery precious-field story that remains much smaller than the Rand or Kimberley families.,supports,"Local gold is real in the Tati/Francistown belt, but its chronology and scale fit a small latent precious-field exception rather than a large start-date or always-on mine row.",pass,No clean quantitative target series is frozen for this special row; the evidence chain is historical discovery chronology and persistent local gold importance through the early twentieth century.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Restored a minimal undiscovered gold-field row because the Francistown/Tati belt is a real local late-discovery goldfield and should not vanish from the shipped public surface.,,,,THE CITY OF ALL THINGS PRECIOUS,https://www.cofc.gov.bw/wp-content/uploads/2025/09/THE-CITY-OF-ALL-THINGS-PRECIOUS.pdf,"Gold was discovered nearby in 1869, sparking the first gold rush in Africa; gold sustained the area's economy from the late 1800s until the 1930s.","Index of the Physical Volume of Mining Production, Third Quarter 2024",https://www.statsbots.org.bw/sites/default/files/Index%20of%20the%20Physical%20Volume%20of%20Mining%20Production%2CThird%20Quarter%202024.pdf,Technical Notes / Background: mining activity in Botswana started in the 19th century with gold from the Tati Reefs in the modern Francistown area.,Explicit small special-field exception retained at 1 pending a cleaner direct production series for the Tati/Francistown belt.,adjustment-input-0193,active,adjustment-input-0120,9,2026-04-22,Botswana state pass: restored a small latent gold-field row for the Francistown/Tati belt.
Lourenço Marques,Arable Land,,0.0,0.0,,,,,,,1936,,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,supports,Land-capacity model replaces the old output-gap reconstruction for arable rows.,pass,Observed x is direct effective commercial agricultural hectares from audited land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Land-capacity model uses direct effective commercial hectares; legacy output-gap uplift is retired.,,,,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Lourenço Marques section; coastal sugar/banana/cotton/maize mixed-farming profile.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Lourenço Marques comparator basket and weighted agricultural matches.,Arable now uses direct land-capacity x with no legacy output-gap Y or GDP/output smoothing.,adjustment-input-0125,active,,0,,baseline row
Lourenço Marques,Coal Mine,,0,0.0,,,,,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0126,superseded,,0,2026-04-22,Superseded by adjustment-input-0194 during the Lourenço Marques state pass.
Lourenço Marques,Gold Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent.,adjustment-input-0127,active,,0,,baseline row
Lourenço Marques,Iron Mine,,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0128,active,,0,,baseline row
Lourenço Marques,Lead Mine,,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0129,active,,0,,baseline row
Lourenço Marques,Sulfur Mine,,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0130,active,,0,,baseline row
Lourenço Marques,Whaling,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",Explicit zero retained for whaling because the state fails the commercial whaling slot test.,adjustment-input-0131,active,,0,,baseline row
Lourenço Marques,Wood,,0,0.0,,,,,,,1936,0.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,Potential-forestry model no longer treats Lourenço Marques as unresolved; the commercial plantation core sits outside the audited southern Mozambique footprint.,,,,Forestry - SAFCOL,https://www.safcol.co.za/about-us/our-business/forestry,SAFCOL forestry operations in Mozambique are in Manica and Sofala provinces.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Southern Mozambique and the lower Limpopo are reviewed through maize, millet, rice, bananas, sugar, and cotton rather than forestry.",No direct effective forestry hectares are carried because the Maputo-Gaza lowland footprint is not the Mozambican plantation core.,adjustment-input-0132,superseded,,0,2026-04-22,Superseded by adjustment-input-0195 during the Lourenço Marques state pass.
Lourenço Marques,Gold Fields (discovered),,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0133,active,,0,,baseline row
Lourenço Marques,Gold Fields (undiscovered),,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0134,active,,0,,baseline row
Lourenço Marques,Oil (discovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Oil (discovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.,adjustment-input-0135,active,,0,,baseline row
Lourenço Marques,Oil (undiscovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Oil (undiscovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.,adjustment-input-0136,active,,0,,baseline row
Lourenço Marques,Rubber (discovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend a discovered rubber slot here.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Rubber (discovered) row in the proposal registry.,,,,Explicit zero retained for discovered rubber until localized plantation evidence is frozen.,adjustment-input-0137,active,,0,,baseline row
Lourenço Marques,Rubber (undiscovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a latent rubber slot here; broad tropical suitability is not enough to keep the cap enabled.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept undiscovered rubber disabled because the current package still lacks a localized plantation chain or quantitative target observation strong enough to defend a latent rubber slot.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Rubber (undiscovered) row in the proposal registry.,,,,Explicit zero retained for undiscovered rubber until a localized plantation evidence chain is frozen.,adjustment-input-0138,active,,0,,baseline row
Zambezi,Arable Land,,0.0,0.0,,,,,,,1936,,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,supports,Land-capacity model replaces the old output-gap reconstruction for arable rows.,pass,Observed x is direct effective commercial agricultural hectares from audited land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Land-capacity model uses direct effective commercial hectares; legacy output-gap uplift is retired.,,,,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Zambezi section; diversified maize/sugar/cotton/tea/tobacco profile under mixed conditions.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Zambezi comparator basket and weighted agricultural matches.,Arable now uses direct land-capacity x with no legacy output-gap Y or GDP/output smoothing.,adjustment-input-0139,active,,0,,baseline row
Zambezi,Fishing,,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0140,active,,0,,baseline row
Zambezi,Gold Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent.,adjustment-input-0141,active,,0,,baseline row
Zambezi,Iron Mine,,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0142,active,,0,,baseline row
Zambezi,Sulfur Mine,,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0143,active,,0,,baseline row
Zambezi,Whaling,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",Explicit zero retained for whaling because the state fails the commercial whaling slot test.,adjustment-input-0144,active,,0,,baseline row
Zambezi,Wood,,0,0.0,,,,,,,1936,108000.0,Representative year uses Zimbabwe’s commercial plantation benchmark because the Eastern Highlands forestry belt is a real part of the broader state footprint.,supports,Zimbabwe has a real commercial plantation sector concentrated in the Eastern Highlands; zero was wrong.,pass,Zambezi wood now uses direct effective commercial forestry hectares built from an Eastern Highlands plantation core plus a capped restoration allowance.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Potential-forestry model replaces the old Zambezi zero with a moderate direct forestry row tied to Zimbabwe’s real plantation sector.,,,,Forests and Climate Change Working Paper 12,https://www.fao.org/4/i2970e/i2970e.pdf,"Zimbabwe has 108,000 ha of commercial plantations.",Zimbabwe Biodiversity Report,https://www.awf.org/sites/default/files/2023-09/ZBE%20Report%20Final%20Copy%20-%20080923.pdf,"Zimbabwe has 108,000 ha of planted or exotic forests today; about 90% of the plantation estates are in the Eastern Highlands, and the area was about 156,000 ha in 1996.",Potential-forestry redesign now treats Zambezi as a real but secondary forestry state rather than a hard zero.,adjustment-input-0145,active,,0,,baseline row
Zambezi,Gold Fields (discovered),,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0146,active,,0,,baseline row
Zambezi,Gold Fields (undiscovered),,0,0.0,,,manual_zero_exception,0,,,,,,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,,,adjustment-input-0147,active,,0,,baseline row
Zambezi,Oil (discovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Oil (discovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.,adjustment-input-0148,active,,0,,baseline row
Zambezi,Oil (undiscovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Oil (undiscovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.,adjustment-input-0149,active,,0,,baseline row
Zambezi,Rubber (discovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend a discovered rubber slot here.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Rubber (discovered) row in the proposal registry.,,,,Explicit zero retained for discovered rubber until localized plantation evidence is frozen.,adjustment-input-0150,active,,0,,baseline row
Zambezi,Rubber (undiscovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a latent rubber slot here; broad tropical suitability is not enough to keep the cap enabled.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept undiscovered rubber disabled because the current package still lacks a localized plantation chain or quantitative target observation strong enough to defend a latent rubber slot.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Rubber (undiscovered) row in the proposal registry.,,,,Explicit zero retained for undiscovered rubber until a localized plantation evidence chain is frozen.,adjustment-input-0151,active,,0,,baseline row
Hereroland,Gold Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Hereroland / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent.,adjustment-input-0152,active,,0,,baseline row
Hereroland,Whaling,manual family after searched evidence,0.0,0.0,,,qualitative_slot_exception,2,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,"Proposal registry and family research both support keeping a small whaling slot here, but not escalating it beyond the current cap.",pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,"Retained a small whaling slot as an explicit exception because the frozen package still lacks a reproducible quantitative whaling anchor, but the reviewed coastal literature supports a real commercial whaling presence in this state footprint.",,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Hereroland / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",Explicit qualitative whaling exception retained because slot support is real but still underdetermined quantitatively.,adjustment-input-0153,active,,0,,baseline row
Hereroland,Oil (discovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Hereroland / Oil (discovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.,adjustment-input-0154,active,,0,,baseline row
Hereroland,Oil (undiscovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Hereroland / Oil (undiscovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.,adjustment-input-0155,active,,0,,baseline row
