comparator_geography,representative_year,land_class,raw_area_ha,effective_weight,effective_area_ha,benchmark_vanilla_wood_cap,year_selection_reason,capacity_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator
Victoria,1936,moderate_suitability_plantation,96000.0,0.65,62400.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Mixed plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Victoria (0.24 million hectares, 22% of Australia's total softwood plantation area); most commercial hardwood plantations are also in Victoria (0.17 million hectares, 23% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Victoria,1936,restorable_commercial_forest,36000.0,0.4,14400.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Mixed plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Victoria (0.24 million hectares, 22% of Australia's total softwood plantation area); most commercial hardwood plantations are also in Victoria (0.17 million hectares, 23% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Victoria,1936,marginal_forestry,24000.0,0.15,3600.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Mixed plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Victoria (0.24 million hectares, 22% of Australia's total softwood plantation area); most commercial hardwood plantations are also in Victoria (0.17 million hectares, 23% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Victoria,1936,noncommercial_wooded_land,0.0,0.0,0.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Mixed plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Victoria (0.24 million hectares, 22% of Australia's total softwood plantation area); most commercial hardwood plantations are also in Victoria (0.17 million hectares, 23% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Victoria,1936,arid_or_unusable,0.0,0.0,0.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Mixed plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Victoria (0.24 million hectares, 22% of Australia's total softwood plantation area); most commercial hardwood plantations are also in Victoria (0.17 million hectares, 23% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Queensland,1936,high_suitability_plantation,66500.0,1.0,66500.0,5.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Subtropical softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Queensland (0.19 million hectares, 18% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Queensland,1936,moderate_suitability_plantation,76000.0,0.65,49400.0,5.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Subtropical softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Queensland (0.19 million hectares, 18% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Queensland,1936,restorable_commercial_forest,28500.0,0.4,11400.0,5.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Subtropical softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Queensland (0.19 million hectares, 18% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Queensland,1936,marginal_forestry,19000.0,0.15,2850.0,5.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Subtropical softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Queensland (0.19 million hectares, 18% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Queensland,1936,noncommercial_wooded_land,0.0,0.0,0.0,5.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Subtropical softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Queensland (0.19 million hectares, 18% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Queensland,1936,arid_or_unusable,0.0,0.0,0.0,5.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Subtropical softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Queensland (0.19 million hectares, 18% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Tasmania,1936,high_suitability_plantation,70000.0,1.0,70000.0,8.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Tasmania (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Tasmania,1936,moderate_suitability_plantation,80000.0,0.65,52000.0,8.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Tasmania (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Tasmania,1936,restorable_commercial_forest,30000.0,0.4,12000.0,8.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Tasmania (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Tasmania,1936,marginal_forestry,20000.0,0.15,3000.0,8.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Tasmania (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Tasmania,1936,noncommercial_wooded_land,0.0,0.0,0.0,8.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Tasmania (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Tasmania,1936,arid_or_unusable,0.0,0.0,0.0,8.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Tasmania (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Western Australia,1936,high_suitability_plantation,40000.0,1.0,40000.0,4.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Western Australia (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Western Australia,1936,moderate_suitability_plantation,70000.0,0.65,45500.0,4.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Western Australia (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Western Australia,1936,restorable_commercial_forest,30000.0,0.4,12000.0,4.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Western Australia (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Western Australia,1936,marginal_forestry,60000.0,0.15,9000.0,4.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Western Australia (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Western Australia,1936,noncommercial_wooded_land,0.0,0.0,0.0,4.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Western Australia (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Western Australia,1936,arid_or_unusable,0.0,0.0,0.0,4.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Hardwood plantation comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial hardwood plantations are in Western Australia (0.20 million hectares, 27% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
North Island,1936,high_suitability_plantation,1001000.0000000001,1.0,1001000.0000000001,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,National planted-production-forest total routed through the dominant North Island plantation belt proxy. Profile `plantation_core` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,"Data, statistics, and surveys on NZ forests | NZ Government",https://www.mpi.govt.nz/forestry/forest-industry-and-workforce/forestry-wood-processing-data/new-zealand-forest-data,New Zealand’s net stocked planted production forest covered an estimated 1.82 million hectares as at 1 April 2025.,Proxy-state rationale,,"MPI forestry material describes most exotic plantation forestry as being concentrated in the North Island / central North Island, so North Island is used as the vanilla planted-forest proxy."
North Island,1936,moderate_suitability_plantation,546000.0,0.65,354900.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,National planted-production-forest total routed through the dominant North Island plantation belt proxy. Profile `plantation_core` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,"Data, statistics, and surveys on NZ forests | NZ Government",https://www.mpi.govt.nz/forestry/forest-industry-and-workforce/forestry-wood-processing-data/new-zealand-forest-data,New Zealand’s net stocked planted production forest covered an estimated 1.82 million hectares as at 1 April 2025.,Proxy-state rationale,,"MPI forestry material describes most exotic plantation forestry as being concentrated in the North Island / central North Island, so North Island is used as the vanilla planted-forest proxy."
North Island,1936,restorable_commercial_forest,182000.0,0.4,72800.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,National planted-production-forest total routed through the dominant North Island plantation belt proxy. Profile `plantation_core` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,"Data, statistics, and surveys on NZ forests | NZ Government",https://www.mpi.govt.nz/forestry/forest-industry-and-workforce/forestry-wood-processing-data/new-zealand-forest-data,New Zealand’s net stocked planted production forest covered an estimated 1.82 million hectares as at 1 April 2025.,Proxy-state rationale,,"MPI forestry material describes most exotic plantation forestry as being concentrated in the North Island / central North Island, so North Island is used as the vanilla planted-forest proxy."
North Island,1936,marginal_forestry,91000.0,0.15,13650.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,National planted-production-forest total routed through the dominant North Island plantation belt proxy. Profile `plantation_core` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,"Data, statistics, and surveys on NZ forests | NZ Government",https://www.mpi.govt.nz/forestry/forest-industry-and-workforce/forestry-wood-processing-data/new-zealand-forest-data,New Zealand’s net stocked planted production forest covered an estimated 1.82 million hectares as at 1 April 2025.,Proxy-state rationale,,"MPI forestry material describes most exotic plantation forestry as being concentrated in the North Island / central North Island, so North Island is used as the vanilla planted-forest proxy."
North Island,1936,noncommercial_wooded_land,0.0,0.0,0.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,National planted-production-forest total routed through the dominant North Island plantation belt proxy. Profile `plantation_core` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,"Data, statistics, and surveys on NZ forests | NZ Government",https://www.mpi.govt.nz/forestry/forest-industry-and-workforce/forestry-wood-processing-data/new-zealand-forest-data,New Zealand’s net stocked planted production forest covered an estimated 1.82 million hectares as at 1 April 2025.,Proxy-state rationale,,"MPI forestry material describes most exotic plantation forestry as being concentrated in the North Island / central North Island, so North Island is used as the vanilla planted-forest proxy."
North Island,1936,arid_or_unusable,0.0,0.0,0.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,National planted-production-forest total routed through the dominant North Island plantation belt proxy. Profile `plantation_core` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,"Data, statistics, and surveys on NZ forests | NZ Government",https://www.mpi.govt.nz/forestry/forest-industry-and-workforce/forestry-wood-processing-data/new-zealand-forest-data,New Zealand’s net stocked planted production forest covered an estimated 1.82 million hectares as at 1 April 2025.,Proxy-state rationale,,"MPI forestry material describes most exotic plantation forestry as being concentrated in the North Island / central North Island, so North Island is used as the vanilla planted-forest proxy."
