state,state_id,resource,resource_family,vanilla_proxy_state,vanilla_proxy_id,vanilla_cap,current_live_cap,observed_output_x,output_addition_y,plausibility_haircut_z,adjusted_output,denominator_units_per_cap,denominator_status,base_cap,adjusted_cap,minimum_operating_floor_cap,documented_working_floor_eligible,final_audited_cap,status,exception_status,adjustment_key,problem_type,adjustment_reason,earliest_commercial_activity_year,flagship_scale_year,representative_max_year,representative_max_output,year_selection_reason,gdp_geography_used,gdp_geography_level,gdp_anchor_year,gdp_value_at_anchor_year,selected_resource_year,selection_mode,gdp_distance_ratio,gdp_comparability_status,target_estimation_method,interpolation_used,comparator_included_in_denominator,comparator_basket_coverage_share,selection_note,counterevidence_status,counterevidence_note,plausibility_1936_status,observed_output_x_reason,y_basis,y_reason,y_counterevidence_trigger,y_quantification_method,z_reason,audit_class,proxy_kind,proxy_native_unit,proxy_to_slot_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,calculation_note
Transorangia,STATE_VRYSTAAT,Rubber (undiscovered),Rubber,Transorangia,STATE_VRYSTAAT,0,0,0.0,0.0,0.0,,10000.0,formula-driven,0.0,,,no,0,explicit exception,manual_zero_exception,transorangia::rubber-undiscovered,counterfactual checked and rejected,Latent-rubber model keeps this row as an explicit zero exception because the audited state footprint does not support a bounded plantation slot.,,,1936,0.0,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,,,,,,,,,,,20,,Rubber (undiscovered) is audited from direct effective commercial plantation hectares rather than GDP-selected latex output.,supports,Proposal registry rejects a latent rubber slot here; broad tropical suitability is not enough to keep the cap enabled.,pass,Rubber (undiscovered) now uses direct effective commercial plantation hectares from audited rubber land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Transorangia / Rubber (undiscovered) row in the proposal registry.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Free State analogues are interior grain states, not rubber country.",Explicit zero retained under the latent-rubber model because the audited state footprint does not support a bounded plantation slot.
Zululand,STATE_ZULULAND,Arable Land,Arable Land,Zululand,STATE_ZULULAND,38,38,2016375.0,0.0,0.0,2016375.0,55714.28571428572,formula-driven,36.191346153846155,36.191346153846155,,no,37,formula-driven,,,,,,,,,,,,,,,,,,,,12,,Arable land is audited from direct effective commercial agricultural hectares rather than GDP-selected crop output.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Coal Mine,Coal Mine,Zululand,STATE_ZULULAND,48,48,23686.979439249775,0.0,0.0,23686.979439249775,468047.3434204712,formula-driven,0.05060808435776236,0.05060808435776236,,no,1,formula-driven,,,,"Kept a real but small coal row because Dundee, Newcastle, Utrecht, and Vryheid form a real KwaZulu-Natal coal belt inside restored Zululand, even though the GDP-selected direct X still rounds to one cap rather than an Eastern Transvaal-scale basin.",,,1923,2000000.0,"The direct coal evidence chain now includes 1903 and 1923 northern Natal anchors; the frozen GDP selector still chooses 1903 as the representative direct X, while 1923 is retained here as the audited peak benchmark.",South Africa,national,2008,10977.146797,1903,gdp_match,0.7647327964860908,,,no,,,Selected candidate year 1903 because its GDP per capita is closest to the GBR 1940 reference anchor.,supports,"Dundee, Newcastle, Utrecht, and Vryheid are treated as in-footprint KwaZulu-Natal coal districts for restored Zululand rather than as Drakensberg counterevidence.",pass,Observed x uses the localized northern Natal coal belt rather than a province-free Transvaal or national coal claim.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,South Africa's coalfields – a 2014 perspective,https://repository.up.ac.za/server/api/core/bitstreams/dd3d0803-0670-487c-ad9f-71cca1963352/content,Klip River Coalfield section: by 1903 the coalfield was producing over 500 000 tons per annum; Vryheid Coalfield section: by 1923 the coalfield was producing about 2 million tons per annum.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,KwaZulu-Natal is the middle-weight coal state: Dundee/Newcastle/Vryheid coal belt.,No Y uplift or Z haircut is applied; the shared 1940-equivalent Coal Mine frame still resolves to a one-cap public row because the frozen GDP selector holds 1903 as direct X while 1923 remains the audited peak benchmark.
Zululand,STATE_ZULULAND,Fishing,Fishing,Zululand,STATE_ZULULAND,6,6,,0.0,0.0,0.0,5950.541160752551,formula-driven,,0.0,1,yes,1,quantified adjustment,,zululand::fishing,rounding floor,Applied a one-wharf floor because the KwaZulu-Natal coast carries a real commercial linefish and trawl lane even though the current package still lacks a clean localized landed-catch series large enough to round above zero.,,,2015,400.0,"No clean Zululand-only landed-catch series survives as a frozen 1940-equivalent X, so the row is held at the documented-working floor; the recent KZN commercial linefish catch of about 400 mt is recorded only as audit context.",South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"The restored Zululand coast keeps its own fishing lane: commercial linefishing, beach-seining, and crustacean trawling remain KwaZulu-Natal-side evidence rather than Drakensberg spillover.",pass,"No frozen state-localized catch series survives the provenance pass, but KwaZulu-Natal commercial fishing records document real in-footprint working that keeps the row at the quantity floor.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,Commercial Fishing. in: State of the Coast: KwaZulu-Natal - A review of the state of KwaZulu-Natal's coastal zone,https://www.coastkzn.co.za/wp-content/uploads/2024/12/KZNSOCR_Section_8.6_1.pdf,pp. 170-173: industrial crustacean trawling off KZN continues at a low level; commercial hook-and-line fishing began in the early 1900s; by 2006 KZN retained up to 52 commercial permits and annual catch had fallen to about 400 mt.,"General Notice, Notice 400 of 2005",https://www.gov.za/sites/default/files/gcis_document/201409/273580.pdf,"pp. 54-55: the KZN prawn-trawl fishery had eight permits, was suitable for commercial fishing only, and had landed catch worth about R21 million per annum.",The documented-working floor keeps the fishing row at 1 after the formula resolves to zero; the official KZN commercial-fishing record still shows active commercial linefish and trawl operations.
Zululand,STATE_ZULULAND,Gold Mine,Gold Mine,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,0.0,4.638038205553189,formula-driven,,0.0,,no,0,explicit exception,manual_zero_exception,zululand::gold-mine,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Iron Mine,Iron Mine,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,0.0,63712.72421147216,formula-driven,,0.0,1,yes,1,quantified adjustment,,zululand::iron-mine,documented working floor,Retained a one-cap bounded iron row because the Newcastle Works / Prestwick Mine chain proves real KwaZulu-Natal commercial ironworking by 1926 but the package still lacks a localized mine-output series strong enough for a larger direct row.,1926,1926,1926,,"No localized Newcastle/Dundee tonnage series strong enough to become a frozen direct X survives the pass, so the row is held at the documented-working floor; 1926 is kept as audit chronology because commercial pig-iron production began at Newcastle that year.",South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"Sweetwaters and Alverstone remain off-footprint Drakensberg evidence, but the Newcastle/Prestwick chain sits on the Zululand side and supports a small bounded row rather than a hard zero.",pass,"No frozen mine-output series survives as a direct X, but the Newcastle Works / Prestwick Mine chain documents real in-footprint commercial ironworking.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,proxy,bounded Natal ironworks floor,t output / documented-working floor,Commercial ironworking at Newcastle from ore supplied by Prestwick Mine is used only to defend a one-cap bounded Zululand row inside the shared 1940-equivalent Iron Mine framework.,South African iron and steel industrial evolution: An industrial engineering perspective,https://www.scielo.org.za/scielo.php?pid=S2224-78902017000400002&script=sci_arttext,Historical evolution section: Newcastle Iron and Steel Works formed in 1920; commercial production of pig iron began at Newcastle and Klip River in 1926.,South African ferrous minerals production trends 1994-2003,https://www.dmre.gov.za/LinkClick.aspx?fileticket=FRPBgyznbio%3D&portalid=0,Iron Ore introduction: another plant was erected at Newcastle in 1926 and ore was supplied from the Prestwick Mine in the Dundee-Utrecht area of KwaZulu-Natal.,"The documented-working floor keeps the row at 1 inside the shared 1940-equivalent Iron Mine framework; direct commercial operation exists by 1926, but no localized tonnage series strong enough for a larger cap was frozen."
Zululand,STATE_ZULULAND,Lead Mine,Lead Mine,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,0.0,1424.3862580391383,formula-driven,,0.0,,no,0,explicit exception,manual_zero_exception,zululand::lead-mine,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Sulfur Mine,Sulfur Mine,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,0.0,724.5356827022321,formula-driven,,0.0,,no,0,explicit exception,manual_zero_exception,zululand::sulfur-mine,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Whaling,Whaling,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,denominator unavailable,denominator_unavailable,zululand::whaling,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Wood,Wood,Zululand,STATE_ZULULAND,9,9,94287.5,0.0,0.0,94287.5,33257.48168598174,formula-driven,2.8350763563599237,2.8350763563599237,,no,3,formula-driven,,,,,,,1936,94287.5,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,,,,,,,,,,,20,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,,,,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows.,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Gold Fields (discovered),Gold Fields,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,0.0,4.638038205553189,formula-driven,,0.0,,no,0,explicit exception,manual_zero_exception,zululand::gold-fields-discovered,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Gold Fields (undiscovered),Gold Fields,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,0.0,4.638038205553189,formula-driven,,0.0,,no,0,explicit exception,manual_zero_exception,zululand::gold-fields-undiscovered,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Oil (discovered),Oil,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,denominator unavailable,denominator_unavailable,zululand::oil-discovered,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Oil (undiscovered),Oil,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,denominator unavailable,denominator_unavailable,zululand::oil-undiscovered,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Rubber (discovered),Rubber,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,0.0,10000.0,formula-driven,,0.0,,no,0,explicit exception,manual_zero_exception,zululand::rubber-discovered,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,,,,,,,,,,,,,,,
Zululand,STATE_ZULULAND,Rubber (undiscovered),Rubber,Zululand,STATE_ZULULAND,0,0,0.0,0.0,0.0,0.0,10000.0,formula-driven,0.0,0.0,,no,0,explicit exception,manual_zero_exception,zululand::rubber-undiscovered,,,,,1936,0.0,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,,,,,,,,,,,20,,Rubber (undiscovered) is audited from direct effective commercial plantation hectares rather than GDP-selected latex output.,,,,Rubber (undiscovered) now uses direct effective commercial plantation hectares from audited rubber land-class rows.,,,,,,,,,,,,,,,,
Drakensberg,STATE_DRAKENSBERG,Arable Land,Arable Land,Zululand,STATE_ZULULAND,40,9,545000.0,0.0,0.0,545000.0,55714.28571428572,formula-driven,9.782051282051281,9.782051282051281,,no,10,formula-driven,,,,Land-capacity model uses direct effective commercial hectares; legacy output-gap uplift is retired.,,,1936,,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,,,,,,,,,,,5,,Arable land is audited from direct effective commercial agricultural hectares rather than GDP-selected crop output.,supports,Land-capacity model replaces the old output-gap reconstruction for arable rows.,pass,Observed x is direct effective commercial agricultural hectares from audited land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Drakensberg section; mountain farming with wheat and stock but strong terrain limits.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Drakensberg comparator basket and weighted agricultural matches.,Arable now uses direct land-capacity x with no legacy output-gap Y or GDP/output smoothing.
Drakensberg,STATE_DRAKENSBERG,Coal Mine,Coal Mine,Zululand,STATE_ZULULAND,72,0,,0.0,0.0,,468047.3434204712,formula-driven,,,,no,0,explicit exception,manual_zero_exception,drakensberg::coal-mine,counterfactual checked and rejected,"Retained a zero coal row because the named Dundee/Vryheid coalfields are KwaZulu-Natal, not Drakensberg, and the Lesotho-side evidence still does not support a commercial coal-mine chain in 1836-1936.",,,1936,,The coal row was rechecked again on pass 9 against the accepted Zululand split and the mis-mapped Dundee-Vryheid Natal anchor before keeping the Lesotho footprint at zero.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"Dundee and Vryheid remain KwaZulu-Natal coal districts outside Drakensberg, while the Lesotho-side package still supports only latent coal occurrence rather than a commercial 1836-1936 mine chain.",pass,No frozen localized commercial coal output survives the validation pass; the removed Natal benchmark belongs to coal districts outside the audited Lesotho footprint.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,"Vryheid, Northern KwaZulu-Natal | South African History Online",https://sahistory.org.za/place/vryheid-northern-kwazulu-natal,"Rich coal seams were discovered near Vryheid and the town was absorbed into the Natal colony, confirming the rechecked anchor sits in a KwaZulu-Natal coal district rather than the Lesotho footprint.",mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Lesotho has real coal occurrences but no meaningful commercial coal output in 1836-1936; it fits better as a discoverable coal node.,"Pass 9 recheck confirmed that the named Natal coal belt now belongs on the accepted Zululand side of the split, while Lesotho still lacks a defended commercial coal chain."
Drakensberg,STATE_DRAKENSBERG,Fishing,Fishing,Zululand,STATE_ZULULAND,5,0,,0.0,0.0,0.0,5950.541160752551,formula-driven,,0.0,1,yes,1,quantified adjustment,,drakensberg::fishing,documented working floor,"Applied a one-wharf floor because Lesotho maintains a real but very small inland fishing lane in reservoirs and rivers; the fishery stays part-time and low-output, so the public row rises only to 1 rather than a coastal-scale cap.",,,2006,45.0,"No clean Lesotho-only landed-catch series suitable for the shared fishing denominator is frozen as direct X, so the row is held at the documented-working floor; the 2006 capture-fisheries total of 45 tonnes is recorded only as audit context.",South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"Lesotho remains a tiny inland fishing lane rather than a coast-scale fishery, but its lowland reservoirs and rivers do sustain real capture-fisheries working inside the Drakensberg footprint.",pass,"No formula-driving fishery series survives the provenance pass, but FAO profiles and reservoir-fishery work document real in-state capture fishing that keeps the row at the one-cap floor.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,Fishery and Aquaculture Country Profile: Lesotho,https://www.fao.org/fishery/docs/DOCUMENT/fcp/en/FI_CP_LS.pdf,pp. 1-2 and 5: capture fisheries and rural aquaculture are subsistence-type; national capture fisheries totaled 30-45 tonnes in 1997-2006; employment is very limited and mostly part-time.,"Strategies for fish production in lowlands reservoirs, Lesotho",https://www.fao.org/4/ac997e/AC997E00.htm,"Abstract and contents: Lesotho's lowland reservoir fisheries were underexploited, and the Fisheries Section formulated strategies for local community groups, entrepreneurs, and part-time commercial gillnet fisheries.","The documented-working floor keeps Fishing at 1 after the formula resolves to zero; the audited state remains landlocked and low-output, but the in-state freshwater fishery is real."
Drakensberg,STATE_DRAKENSBERG,Gold Mine,Gold Mine,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,4.638038205553189,formula-driven,,,,no,0,explicit exception,manual_zero_exception,drakensberg::gold-mine,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Drakensberg / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent.
Drakensberg,STATE_DRAKENSBERG,Iron Mine,Iron Mine,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,63712.72421147216,formula-driven,,,,no,0,explicit exception,manual_zero_exception,drakensberg::iron-mine,counterfactual checked and rejected,Retained a zero iron row because the rechecked Natal experiments and later Dundee-Utrecht/Newcastle chain remain off-footprint and still fall short of the current West Transvaal Pretoria threshold for even a bounded Drakensberg iron row.,,,1936,,The iron row was rechecked again on pass 9 against the named Natal-era localities and the accepted West Transvaal Pretoria benchmark before keeping the Lesotho footprint at zero.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"Sweetwaters, Alverstone, and the Dundee-Utrecht/Newcastle chain remain KwaZulu-Natal localities outside Drakensberg; even against the accepted one-cap Pretoria standard, they still do not yield a Lesotho-localized commercial iron series.",pass,No frozen localized commercial iron output survives the validation pass; the reviewed Natal record is off-footprint and still does not clear the current bounded Pretoria threshold for a one-cap row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,"South African Journal of Industrial Engineering December 2017 Vol 28(4), pp 1-13",https://sajie.journals.ac.za/pub/article/download/1683/817,"Sweetwaters managed only a two-tonne pig-iron trial in 1901 before limestone scarcity halted it, Alverstone liquidated in 1911, and the stronger Dundee-Utrecht/Newcastle chain becomes commercial only from 1926 in KwaZulu-Natal.",Water and Wastewater Management in the Iron and Steel Industry (Ed. 1),https://www.wrc.org.za/wp-content/uploads/mdocs/TT%20705-16.pdf,"p. 21: Pretoria West's ferrous ore mine produced about 4,000 tonnes of pig iron between 1918 and 1921, which is the current West Transvaal bounded-row benchmark.","Pass 9 recheck kept the hard zero after comparing the off-footprint Natal ironwork sequence with the package's one-cap Pretoria benchmark: Sweetwaters was only a brief 1901 trial, Alverstone liquidated in 1911, and the stronger Dundee-Utrecht/Newcastle chain begins from the KwaZulu-Natal side in 1926."
Drakensberg,STATE_DRAKENSBERG,Lead Mine,Lead Mine,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,1424.3862580391383,formula-driven,,,,no,0,explicit exception,manual_zero_exception,drakensberg::lead-mine,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
Drakensberg,STATE_DRAKENSBERG,Sulfur Mine,Sulfur Mine,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,724.5356827022321,formula-driven,,,,no,0,explicit exception,manual_zero_exception,drakensberg::sulfur-mine,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
Drakensberg,STATE_DRAKENSBERG,Whaling,Whaling,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,explicit exception,manual_zero_exception,drakensberg::whaling,counterfactual checked and rejected,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Drakensberg / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",Explicit zero retained for whaling because the state fails the commercial whaling slot test.
Drakensberg,STATE_DRAKENSBERG,Wood,Wood,Zululand,STATE_ZULULAND,11,0,0.0,0.0,0.0,,33257.48168598174,formula-driven,0.0,,,no,0,explicit exception,manual_zero_exception,drakensberg::wood,counterfactual checked and rejected,Potential-forestry model keeps this row as an explicit zero exception; wooded land alone does not count as commercial forestry.,,,1936,0.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,,,,,,,,,,,20,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,supports,Lesotho's woodlots and shelterbelts remain too small and too fuelwood-oriented to become a distinct commercial forestry belt inside the Drakensberg footprint.,pass,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows rather than observed plantation-estate area.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,"Forests, rangelands and climate change in Southern Africa",https://www.fao.org/4/i2970e/i2970e.pdf,"p. 13: Botswana, Lesotho and Namibia do not have commercial plantations, except for some small woodlots established for fuelwood and poles.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Lesotho is reviewed as a mountain grain-and-pastoral system rather than a forestry economy.,Explicit zero retained under the potential-forestry model because the audited footprint lacks a defensible commercial forestry belt.
Drakensberg,STATE_DRAKENSBERG,Gold Fields (discovered),Gold Fields,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,4.638038205553189,formula-driven,,,,no,0,explicit exception,manual_zero_exception,drakensberg::gold-fields-discovered,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
Drakensberg,STATE_DRAKENSBERG,Gold Fields (undiscovered),Gold Fields,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,4.638038205553189,formula-driven,,,,no,0,explicit exception,manual_zero_exception,drakensberg::gold-fields-undiscovered,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
Drakensberg,STATE_DRAKENSBERG,Oil (discovered),Oil,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,explicit exception,manual_zero_exception,drakensberg::oil-discovered,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Drakensberg / Oil (discovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.
Drakensberg,STATE_DRAKENSBERG,Oil (undiscovered),Oil,Zululand,STATE_ZULULAND,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,explicit exception,manual_zero_exception,drakensberg::oil-undiscovered,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Drakensberg / Oil (undiscovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.
